count,message,machine_translation,case_date
80,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.03.2015 № 27-31-2015/Ид831-15,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 13.03.2015 № 27-31-2015/Id831-15,"Mar 13, 2015"
14,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.04.2017 № 27-31-2017/Ид1733-17,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 13.04.2017 № 27-31-2017/Id1733-17,"Apr 13, 2017"
6,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.04.2022 № 27-31-2022/Ид5037-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id5037-22 dated 13.04.2022,"Apr 13, 2022"
7351,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.08.2022 № 27-31-2022/Иф-10643-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/IF-10643-22 dated 13.08.2022,"Aug 13, 2022"
15,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.08.2022 № 27-31-2022/Иф10643-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/IF10643-22 dated 13.08.2022,"Aug 13, 2022"
1379,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.10.2022 № 27-31-2022/Ид14431-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id14431-22 dated 13.10.2022,"Oct 13, 2022"
5,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 13.12.2022 № 27-31-2022/Ид18011-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id18011-22 dated 13.12.2022,"Dec 13, 2022"
127,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 14.03.2023 № 27-31-2023/Ид3818-23,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation № 27-31-2023/Id3818-23 from 14.03.2023,"Mar 14, 2023"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 14.05.2022 № 27-31-2002/Ид6501-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2002/Id6501-22 dated 14.05.2022,"May 14, 2022"
123,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 14.05.2022 № 27-31-2022/Ид6502-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id6502-22 dated 14.05.2022,"May 14, 2022"
4,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 14.05.2022 № 27-31-2022/Ид6503-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/ID6503-22 dated 14.05.2022,"May 14, 2022"
19,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 14.08.2022 № 27-31-2022/Ид11254-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id11254-22 dated 14.08.2022,"Aug 14, 2022"
29,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 14.09.2022 № 27-31-2022/Ид12872-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id12872-22 dated 14.09.2022.,"Sep 14, 2022"
6,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 14.10.2022 № 27-31-2022/Ид14610-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/ID14610-22 dated 14.10.2022.,"Oct 14, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 14.11.2022 № 27-31-2022/Ид16359-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id16359-22 dated 14.11.2022,"Nov 14, 2022"
55,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 15.04.2022 № 27-31-2022/Ид4998-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id4998-22 dated 15.04.2022,"Apr 15, 2022"
55,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 15.04.2022 № 27-31-2022/Ид5158-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id5158-22 dated 15.04.2022,"Apr 15, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 15.06.2021 № 27-31-2021/Ид6832-21,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2021/Id6832-21 dated 15.06.2021,"Jun 15, 2021"
4,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 15.06.2022 № 27-31-2022/Ид8165-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id8165-22 dated 15.06.2022,"Jun 15, 2022"
88,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 15.08.2022 № 27-31-2022/Ид11300-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation dated 15.08.2022 № 27-31-2022/Id11300-22,"Aug 15, 2022"
48,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 15.09.2022 № 27-31-2022/Ид12897-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id12897-22 dated 15.09.2022,"Sep 15, 2022"
23,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 15.10.2022 № 27-31-2022/Треб1079-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb1079-22 dated 15.10.2022.,"Oct 15, 2022"
2,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 16.02.2023 № 27-31-2023/Ид2429-23,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2023/Id2429-23 from 16.02.2023,"Feb 16, 2023"
172,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 16.04.2022 № 27-31-2022/Треб478-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb478-22 dated 16.04.2022,"Apr 16, 2022"
22,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 16.05.2022 № 27-31-2022/Треб595-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb595-22 dated 16.05.2022,"May 16, 2022"
7,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 16.06.2022 № 73/3-105-2022,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation of 16.06.2022 № 73/3-105-2022,"Jun 16, 2022"
115,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 16.08.2022 № 27-31-2022/Ид11323-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation dated 16.08.2022 № 27-31-2022/Id11323-22,"Aug 16, 2022"
6,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 16.10.2022 № 27-31-2022/Треб1084-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb1084-22 dated 16.10.2022,"Oct 16, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 16.11.2022 № 27-31-2022/Ид16499-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id16499-22 dated 16.11.2022,"Nov 16, 2022"
5,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 16.12.2022 № 27-31-2022/Ид18319-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id18319-22 dated 16.12.2022.,"Dec 16, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 17.04.2022 № 27-31-2022/Ид5193-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id5193-22 dated 17.04.2022,"Apr 17, 2022"
702,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 17.05.2022 № 27-31-2022/Треб598-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Treb598-22 dated 17.05.2022,"May 17, 2022"
68,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 17.08.2022 № 27-31-2022/Ид11404-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id11404-22 dated 17.08.2022,"Aug 17, 2022"
78,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 17.08.2022 № 27-31-2022/Ид11407-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id11407-22 dated 17.08.2022,"Aug 17, 2022"
7,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 17.08.2022 № 27-31-2022/Ид11425-22,This material is blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id11425-22 dated 17.08.2022,"Aug 17, 2022"
605,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 17.09.2022 № 27-31-2022/Ид13058-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13058-22 dated 17.09.2022,"Sep 17, 2022"
4,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 17.10.2022 № 27-31-2022/Ид14639-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id14639-22 dated 17.10.2022.,"Oct 17, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 18.02.2016 № 27-31-2016/Ид701-16,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 18.02.2016 № 27-31-2016/Id701-16,"Feb 18, 2016"
2,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 18.02.2016 № 41/7-1-6,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation from 18.02.2016 № 41/7-1-6,"Feb 18, 2016"
151,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 18.08.2022 № 27-31-2022/Ид11479-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id11479-22 dated 18.08.2022,"Aug 18, 2022"
3,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 18.08.2022 № 27-31-2022/Ид11521-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id11521-22 dated 18.08.2022,"Aug 18, 2022"
2,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 18.10.2022 № 27-31-2022/Ид14733-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id14733-22 from 18.10.2022.,"Oct 18, 2022"
63,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 18.11.2022 № 27-31-2022/Ид16736-22,This material is blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id16736-22 dated 18.11.2022,"Nov 18, 2022"
25,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.03.2015 № 27-31-2015/Ид890-15,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 19.03.2015 № 27-31-2015/Id890-15,"Mar 19, 2015"
41,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.03.2015 № 27-31-2015/Ид892-15,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 19.03.2015 № 27-31-2015/Id892-15,"Mar 19, 2015"
2180,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.04.2022 № 27-31-2022/Ид5402-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id5402-22 dated 19.04.2022,"Apr 19, 2022"
7,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.05.2022 № № 27-31-2022/Треб614-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb614-22 dated 19.05.2022,"May 19, 2022"
58,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.07.2022 № 27-31-2022/Ид10100-22,This material is blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/ID10100-22 dated 19.07.2022,"Jul 19, 2022"
18,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.08.2022 № 27-31-2022/Ид11564-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id11564-22 dated 19.08.2022,"Aug 19, 2022"
285,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.09.2022 № 27-31-2022/Ид13075-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13075-22 dated 19.09.2022,"Sep 19, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.10.2017 № 27-31-2017/Ид5408-17,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 19.10.2017 № 27-31-2017/Id5408-17,"Oct 19, 2017"
6,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.10.2022 № 27-31-2022/Ид14764-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id14764-22 dated 19.10.2022.,"Oct 19, 2022"
890,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 19.11.2015 № 27-31-2015/Ид3831-15,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 19.11.2015 № 27-31-2015/Id3831-15,"Nov 19, 2015"
2,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 20.02.2015 № 27-31-2015/Ид564-15,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 20.02.2015 № 27-31-2015/Id564-15,"Feb 20, 2015"
10,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 20.02.2018 № 27-31-2018/Ид1339-18,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 20.02.2018 № 27-31-2018/Id1339-18,"Feb 20, 2018"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 20.02.2023 № 27-31-2023/Ид2613-23,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2023/Id2613-23 from 20.02.2023,"Feb 20, 2023"
15,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 20.02.2023 № 73/3-112-2023,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 73/3-112-2023 dated 20.02.2023,"Feb 20, 2023"
4,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 20.04.2022 № 27-31-2022/Ид5378-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id5378-22 dated 20.04.2022,"Apr 20, 2022"
8,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 20.04.2022 № 27-31-2022/Ид5406-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id5406-22 dated 20.04.2022,"Apr 20, 2022"
7,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 20.04.2023 № 73/3-112-2023,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 73/3-112-2023 dated 20.04.2023,"Apr 20, 2023"
24,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 20.05.2022 № 27-31-2022/Треб622-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb622-22 dated 20.05.2022,"May 20, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 20.06.2022 № 27-31-2022/Ид8461-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id8461-22 dated 20.06.2022.,"Jun 20, 2022"
1156,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 20.08.2022 № 27-31-2022/Ид11584-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id11584-22 dated 20.08.2022,"Aug 20, 2022"
3,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 21.03.2023 № 27-31-2023/Ид4238-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2023/Id4238-22 from 21.03.2023,"Mar 21, 2023"
61,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 21.05.2022 № 27-31-2022/Треб627-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb627-22 dated 21.05.2022,"May 21, 2022"
474,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 21.07.2022 № 27-31-2022/Ид10306-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id10306-22 dated 21.07.2022,"Jul 21, 2022"
2,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 21.09.2022 № 27-31-2022/Ид13205-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13205-22 dated 21.09.2022,"Sep 21, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 21.10.2022 № 27-31-2022/Ид14923-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id14923-22 dated 21.10.2022,"Oct 21, 2022"
2,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 21.12.2016 № 27-31-2016/Ид5621-16,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 21.12.2016 № 27-31-2016/Id5621-16,"Dec 21, 2016"
2,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 23.07.2022 №27-31-2022/Ид10385-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation №27-31-2022/Id10385-22 dated 23.07.2022,"Jul 23, 2022"
11,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 23.10.2022 № 27-31-2022/Ид15020-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id15020-22 from 23.10.2022.,"Oct 23, 2022"
349,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 24.02.2022 № 27-31-2020/Ид2145-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2020/Id2145-22 dated 24.02.2022,"Feb 24, 2022"
149,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 24.05.2022 № 27-31-2022/Ид7100-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id7100-22 dated 24.05.2022,"May 24, 2022"
50,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 24.11.2022 № 27-31-2022/Треб1205-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb1205-22 dated 24.11.2022,"Nov 24, 2022"
7032,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 25.04.2022 № 27-31-2022/Ид5587-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id5587-22 dated 25.04.2022,"Apr 25, 2022"
38,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 25.04.2022 № 27-31-2022/Ид5600-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id5600-22 dated 25.04.2022,"Apr 25, 2022"
6,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 25.05.2022 № 27-31-2022/Ид7136-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id7136-22 dated 25.05.2022,"May 25, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 25.05.2022 № 27-31-2022/Ид7139-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id7139-22 dated 25.05.2022,"May 25, 2022"
15,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 25.08.2022 № 27-31-2022/Ид11870-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id11870-22 dated 25.08.2022,"Aug 25, 2022"
83,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 25.08.2022 № 27-31-2022/Ид11904-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id11904-22 dated 25.08.2022,"Aug 25, 2022"
41,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 25.09.2015 № 27/3-766-2015/Нд32635-15,This material was blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 25.09.2015 № 27/3-766-2015/Nd32635-15,"Sep 25, 2015"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 26.01.2023 № 27-31-2023/Ид1024-23,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2023/Id1024-23 dated 26.01.2023,"Jan 26, 2023"
2,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 26.04.2022 № 27-31-2022/Ид5688-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id5688-22 dated 26.04.2022,"Apr 26, 2022"
2,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 26.07.2022 № 27-31-2022/Ид10415-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id10415-22 dated 26.07.2022,"Jul 26, 2022"
118,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 26.07.2022 № 27-31-2022/Ид10436-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id10436-22 dated 26.07.2022.,"Jul 26, 2022"
19,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 26.08.2022 № 27-31-2022/Ид11969-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id11969-22 dated 26.08.2022,"Aug 26, 2022"
10,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 26.08.2022 № 27-31-2022/Ид12001-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id12001-22 dated 26.08.2022,"Aug 26, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 26.09.2022 № 27-31-2022/Ид13408-22,This material was blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13408-22 dated 26.09.2022,"Sep 26, 2022"
8,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 26.09.2022 № 27-31-2022/Ид13509-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id13509-22 dated 26.09.2022,"Sep 26, 2022"
2,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 27.04.2022 № 27-31-2022/Треб530-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb530-22 dated 27.04.2022,"Apr 27, 2022"
10,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 27.05.2022 № 27-31-2022/Ид7223-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id7223-22 dated 27.05.2022,"May 27, 2022"
7,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 27.05.2022 № 27-31-2022/Треб646-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb646-22 dated 27.05.2022,"May 27, 2022"
4,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 27.05.2022 № 27-31-2022/Треб648-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb648-22 dated 27.05.2022,"May 27, 2022"
58,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 28.02.2023 № 27-31-2023/Ид2918-23,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2023/Id2918-23 from 28.02.2023,"Feb 28, 2023"
